Question,Choice A,Choice B,Choice C,Choice D,Correct Answer,Explanation
Solve for θ from the arc length formula s = r·θ.,θ = s·r,θ = s/r,θ = s/r²,θ = r/s,B,Divide both sides by r to isolate θ: θ = s/r.
Solve for v₀ from the equation x = v₀·t + ½·a·t².,v₀ = (x - ½·a·t²)/t,v₀ = (x - a·t²)/t,v₀ = (x + ½·a·t²)/t,v₀ = x/(½·a·t²),A,Subtract ½a·t² and divide by t to solve for v₀.
Solve for θ from the equation τ = r·F·sinθ.,θ = sin⁻¹(τ/(r·F)),θ = τ/(r·F),θ = (τ·r·F),θ = sin(τ/rF),A,"Divide both sides by r·F, then take the inverse sine: θ = sin⁻¹(τ/(r·F))."
Solve for Δx from the equation v² = v₀² + 2aΔx.,Δx = (v² + v₀²)/(2a),Δx = (v² - v₀²)/(2a),Δx = (v - v₀)/(2a),Δx = (v² - v₀²)/(a),B,Subtract v₀² and divide by 2a to isolate Δx.
Solve for g from the period of a pendulum equation T = 2π√(L/g).,g = T²/(4π²·L),g = L/(4π²·T²),g = (2π·L)/T,g = (4π²·L)/T²,D,"Square both sides, rearrange to isolate g: g = (4π²·L)/T²."
Solve for m from the equation W = m·g.,m = W/g²,m = g/W,m = W·g,m = W/g,D,Divide both sides by g to isolate m: m = W/g.
Solve for I from the rotational kinetic energy equation KEᵣₒₜ = ½·I·ω².,I = 2·KEᵣₒₜ/ω²,I = KEᵣₒₜ/2ω,I = ½·KEᵣₒₜ/ω²,I = KEᵣₒₜ/ω,A,"Multiply both sides by 2, divide by ω²: I = 2·KEᵣₒₜ/ω²."
Solve for I from the equation τ = I·α.,I = τ/α²,I = α/τ,I = τ/α,I = τ·α,C,Divide both sides by α to isolate I: I = τ/α.
Solve for P from the equation P = F·v.,P = F·v²,P = F·v,P = v/F,P = F/v,B,The equation is already solved for P: P = F·v.
Solve for F from the equation W = F·d.,F = W/d²,F = W·d,F = d/W,F = W/d,D,Divide both sides by d to isolate F: F = W/d.
Solve for v₀ from the range equation R = (v₀²·sin2θ)/g.,v₀ = (R·g)/sin2θ,v₀ = √(R·sin2θ/g),v₀ = √(R·g/sin2θ),v₀ = sin2θ/(R·g),C,"Multiply by g, divide by sin2θ, then take the square root: v₀ = √(R·g/sin2θ)."
Solve for ω₀ from the rotational kinematic equation ω = ω₀ + αt.,ω₀ = ω/(αt),ω₀ = ω - αt,ω₀ = ω + αt,ω₀ = αt/ω,B,Subtract αt from ω to solve for ω₀: ω₀ = ω - αt.
Solve for x from the spring force equation Fₛ = k·x.,x = Fₛ/k,x = k/Fₛ,x = Fₛ·k,x = Fₛ/k²,A,Divide both sides by k to isolate x: x = Fₛ/k.
Solve for v₀ from the equation v² = v₀² + 2·a·Δx.,v₀ = √(v² - 2·a·Δx),v₀ = v - 2aΔx,v₀ = √(v² + 2aΔx),v₀ = (v² - 2·a·Δx),A,"Subtract 2aΔx from v², then take the square root: v₀ = √(v² - 2·a·Δx)."
Solve for v from the equation p = m·v.,v = m/p,v = p²/m,v = p/m,v = p·m,C,Divide both sides by m to isolate v: v = p/m.
Solve for m₁ from the gravitational force equation F = G·(m₁·m₂)/r².,m₁ = (F·r²)/(G·m₂),m₁ = (F·r)/(G·m₂),m₁ = (G·m₂)/F·r²,m₁ = (F·G)/(r²·m₂),A,"Multiply by r², divide by G·m₂ to solve for m₁."
Solve for a from the equation F = m·a.,a = F/m,a = m/F,a = F·m,a = F/m²,A,Divide both sides by m to isolate a: a = F/m.
Solve for t from the equation v = v₀ + a·t.,t = (v + v₀)/a,t = (v - v₀)/a,t = a/(v - v₀),t = (v₀ - v)/a,B,"Subtract v₀, then divide by a: t = (v - v₀)/a."
Solve for L from the equation T = 2π√(L/g).,L = (T²)/(g·4π²),L = (g·T²)/(4π²),L = (g·4π²)/T²,L = (4π²)/(g·T²),B,Square both sides and rearrange to solve for L: L = (g·T²)/(4π²).
Solve for v from the equation KE = ½·m·v².,v = √(KE/m),v = √(2·KE/m),v = KE/m,v = 2·KE/m,B,"Multiply both sides by 2, divide by m, and take the square root: v = √(2·KE/m)."
Simplify (3x²y³)².,9x⁶y⁶,9x²y³,9x⁴y⁶,6x⁴y⁶,C,Square the coefficient and multiply exponents: (3x²y³)² = 9x⁴y⁶.
Simplify (2xy²)².,4x²y⁴,2x²y²,4xy⁴,2x²y⁴,A,Square both the coefficient and each variable: (2xy²)² = 4x²y⁴.
Solve for r from the equation F = G·(m₁·m₂)/r².,r = √(G·m₁·m₂/F),r = (F·G)/(m₁·m₂),r = G/(m₁·m₂·F),r = (G·m₁·m₂)/F,A,"Multiply by r², divide by F, then take the square root: r = √(G·m₁·m₂/F)."
Solve for g from the pendulum period equation T = 2π√(L/g).,g = T²/(4π²·L),g = L/(2π·T),g = (2π·L)/T,g = (4π²·L)/T²,D,"Square both sides, rearrange to isolate g: g = (4π²·L)/T²."
Solve for x from the spring energy equation Uₛ = ½·k·x².,x = (2·Uₛ)/k,x = √(Uₛ/k),x = √(2·Uₛ/k),x = 2·Uₛ/k,C,"Multiply by 2, divide by k, then take the square root: x = √(2·Uₛ/k)."
Expand (3v)² correctly.,6v²,9v²,3v²,9v,B,(3v)² = 3²·v² = 9v².
Solve for v₀ from the equation R = (v₀²·sin2θ)/g.,v₀ = √(R·g/sin2θ),v₀ = R·g·sin2θ,v₀ = √(sin2θ/R·g),v₀ = (R·g)/sin2θ,A,"Multiply by g, divide by sin2θ, then take the square root: v₀ = √(R·g/sin2θ)."
Solve for ω from the equation τ = Iα with α = ω².,ω = I/τ,ω = √(I/τ),ω = √(τ/I),ω = τ/I,C,"Substitute α = ω², then solve by dividing by I and taking square root: ω = √(τ/I)."
Solve for v₀ from the equation v² = v₀² + 2aΔx.,v₀ = √(v² - 2aΔx),v₀ = (v² - 2aΔx),v₀ = v - 2aΔx,v₀ = √(v² + 2aΔx),A,"Subtract 2aΔx, then take the square root to solve for v₀."
Simplify (5m²n³)².,5m⁴n⁶,25m⁴n⁶,10m²n³,25m²n³,B,Square the coefficient and each exponent: (5m²n³)² = 25m⁴n⁶.
Solve for ω from the equation KEᵣₒₜ = ½·I·ω².,ω = 2·KEᵣₒₜ/I,ω = KEᵣₒₜ/I,ω = √(KEᵣₒₜ/I),ω = √(2·KEᵣₒₜ/I),D,"Multiply by 2, divide by I, then take the square root: ω = √(2·KEᵣₒₜ/I)."
Solve for L from the spring-mass period equation T = 2π√(m/k).,m = (T²)/(k·4π²),m = (T²·k)/(4π²),m = (k·T²)/(2π),m = (T·k)/(2π),B,"Square both sides, rearrange to isolate m: m = (T²·k)/(4π²)."
Simplify (5a³b²)².,5a⁶b⁴,25a³b²,10a⁶b⁴,25a⁶b⁴,D,Square the coefficient and multiply exponents: (5a³b²)² = 25a⁶b⁴.
Solve for T from the equation T² = (4π²·r³)/(G·M).,T = √(G·M/(4π²·r³)),T = (4π²·r³)/(G·M),T = √((4π²·r³)/(G·M)),T = (G·M)/(4π²·r³),C,Take the square root of the entire right-hand side: T = √((4π²·r³)/(G·M)).
Simplify (4a²b)².,4a²b²,8a⁴b²,16a⁴b²,16a²b⁴,C,Square the coefficient and each variable: (4a²b)² = 16a⁴b².
Solve for r from the gravitational potential energy equation U = -G·m₁·m₂/r.,r = -U/G·m₁·m₂,r = √(-G·m₁·m₂/U),r = U/(-G·m₁·m₂),r = -G·m₁·m₂/U,D,"Multiply both sides by r, divide by U (being careful with negatives): r = -G·m₁·m₂/U."
Expand (2x)² correctly.,4x,2x,4x²,2x²,C,(2x)² = 2²·x² = 4x²; square both the number and the variable.
Simplify (2x³)².,4x³,4x⁶,2x⁶,2x⁹,B,Square the coefficient and multiply exponents: (2x³)² = 4x⁶.
Solve for v from the centripetal force equation F = m·v²/r.,v = √(F/m·r),v = √(F·r/m),v = F·r/m,v = (F·r)/m,B,"Multiply by r, divide by m, then take the square root: v = √(F·r/m)."
Expand the expression KE = ½·m(v₀ + at)².,KE = ½·m(v₀² + at²),KE = ½·m(v₀² + 2at),KE = ½·m(v₀² + 2a²t²),KE = ½·m(v₀² + 2v₀at + a²t²),D,"Expand (v₀ + at)² as (v₀ + at)(v₀ + at) = v₀² + 2v₀at + a²t², then multiply by ½m."
Factor the force expression F_total = kx + kΔx.,F_total = k(x + Δx),F_total = (k + x)Δx,F_total = k(x - Δx),F_total = k(x + kΔx),A,Factor out k: F_total = k(x + Δx).
Factor the expression KEₜₒₜ = ½·I·ω₀² + ½·I·2ω₀Δω + ½·I·(Δω)².,KEₜₒₜ = I(ω₀ + Δω)²,KEₜₒₜ = ½·I(ω₀² + Δω²),KEₜₒₜ = ½·I(ω₀ + Δω)²,KEₜₒₜ = ½·I(ω₀ + Δω),C,Recognize perfect square trinomial and factor as (ω₀ + Δω)².
Expand the displacement equation x = x₀ + v₀t + ½·a(t + t₀)².,x = x₀ + v₀t + ½·a(t + t₀²),x = x₀ + v₀t + ½·a(t² + 2tt₀ + t₀²),x = x₀ + v₀t + ½·a(2t² + t₀²),x = x₀ + v₀t + ½·a(t² + t₀²),B,"Expand (t + t₀)² as t² + 2tt₀ + t₀², then distribute ½a."
Expand the rotational kinetic energy KEₜₒₜ = ½·I(ω₀ + αt)².,KEₜₒₜ = ½·I(ω₀ + αt²),KEₜₒₜ = ½·I(ω₀² + 2αt),KEₜₒₜ = ½·I(ω₀² + α²t²),KEₜₒₜ = ½·I(ω₀² + 2ω₀αt + α²t²),D,Expand (ω₀ + αt)² properly before multiplying by ½I.
Expand the work expression W = (F₀ + ma)(x₀ + v₀t).,W = F₀x₀ + mav₀t,W = F₀x₀ + F₀v₀t + max₀ + mav₀t,W = (F₀ + ma)(x₀ + t),W = F₀x₀ + max₀ + v₀t,B,Use distribution: (F₀)(x₀) + (F₀)(v₀t) + (ma)(x₀) + (ma)(v₀t).
Factor the net force F_net = m·a + m·Δa.,F_net = m(a - Δa),F_net = m·a + Δa,F_net = m(a + Δa),F_net = a(m + Δa),C,Factor out m: F_net = m(a + Δa).
Expand the momentum expression p = m(v₀ + at).,p = m·v₀ + m·a·t,p = m·v₀ + a·t,p = m(v₀t + a),p = m(v₀ + a)·t,A,Distribute m over (v₀ + at): p = m·v₀ + m·a·t.
Factor the gravitational potential energy U = -Gm₁m₂/r₀ + -Gm₁m₂/Δr.,U = Gm₁m₂(r₀ + Δr),U = -Gm₁m₂(r₀ + Δr),U = -Gm₁m₂(1/(r₀ + Δr)),U = -Gm₁m₂(1/r₀ + 1/Δr),D,Factor out -Gm₁m₂: U = -Gm₁m₂(1/r₀ + 1/Δr).
Factor the net momentum p_net = m₁v + m₂v.,p_net = v(m₁ - m₂),p_net = (m₁ + m₂)/v,p_net = v(m₁ + m₂),p_net = m₁v - m₂v,C,Factor out v: p_net = v(m₁ + m₂).
Factor the expanded kinetic energy expression KE = ½·m(v₀² + 2v₀at + a²t²).,KE = ½·m(v₀ + at)²,KE = ½·m(v₀ + at),KE = ½·m(v₀² + at²),KE = ½·m(v₀ + a²t²),A,Recognize perfect square trinomial: (v₀ + at)².
Expand the force equation F = m(a₀ + Δa)².,F = m(a₀² + 2Δa),F = m(a₀² + Δa²),F = m(a₀ + Δa²),F = m(a₀² + 2a₀Δa + Δa²),D,"Expand (a₀ + Δa)² as a₀² + 2a₀Δa + Δa², then multiply by m."
Expand the displacement expression Δx = v₀(t + Δt) + ½·a(t + Δt)².,Δx = v₀t + v₀Δt + ½·a(t² + 2tΔt + Δt²),Δx = v₀t + v₀Δt + ½·a(t² + Δt²),Δx = v₀t + Δt + ½·a(t + Δt)²,Δx = v₀(t + Δt) + ½·a(t + Δt),A,Distribute v₀ and expand (t + Δt)² correctly: t² + 2tΔt + Δt².
Factor the displacement expression x = v₀t + ½at².,x = ½a(v₀ + t),x = t(v₀ + ½at),x = v₀t + a(t²/2),x = v₀(t + ½at),B,Factor out t: x = t(v₀ + ½at).
Expand the kinetic energy for a particle with v = v₀ + Δv: KE = ½·m(v)².,KE = ½·m(v₀² + Δv²),KE = ½·m(v₀² + 2Δv),KE = ½·m(v₀² + 2v₀Δv + Δv²),KE = ½·m(v₀ + Δv²),C,Expand (v₀ + Δv)² properly as v₀² + 2v₀Δv + Δv² before applying ½m.
Factor the torque expression τ = r·F + Δr·F.,τ = F(r - Δr),τ = r·F + Δr,τ = F(r + Δr),τ = r(F + Δr),C,Factor out F: τ = F(r + Δr).
Expand the torque expression τ = (r₀ + Δr)(F₀ + ΔF).,τ = r₀F₀ + r₀ΔF + ΔrF₀ + ΔrΔF,τ = r₀F₀ + ΔFΔr,τ = r₀F₀ + ΔrΔF,τ = r₀F₀ + r₀ΔF + Δr,A,"FOIL the binomials: first, outer, inner, last."
Factor the expression W = F·d + F·Δd.,W = F·d + Δd,W = F(d - Δd),W = F(d + Δd),W = d(F + Δd),C,Factor out F: W = F(d + Δd).
Factor the expression Δx = v₀t + ½·a·t².,Δx = t(v₀ + a·t),Δx = t(v₀ + ½·a·t),Δx = (v₀t + ½a)t,Δx = v₀(t + ½·a),B,Factor out t: Δx = t(v₀ + ½·a·t).
Expand the force expression F_net = (m₁ + m₂)(a₀ + Δa).,F_net = m₁a₀ + m₂a₀,F_net = m₁a₀ + m₂Δa,F_net = (m₁ + m₂)(a₀ + a),F_net = m₁a₀ + m₁Δa + m₂a₀ + m₂Δa,D,Distribute (m₁ + m₂) over (a₀ + Δa) carefully: each mass times each acceleration term.
Combine like terms: p_total = m₁v + m₂v.,p_total = m₁m₂v,p_total = (m₁ + m₂)v,p_total = (m₁ + m₂)v²,p_total = (m₁ - m₂)v,B,Factor v and combine the masses: p_total = (m₁ + m₂)v.
Combine like terms: τ_total = r₀F₀ + ΔrF₀ + r₀ΔF + ΔrΔF.,τ_total = (r₀F₀ + ΔrΔF),τ_total = (r₀ + Δr)(F₀ - ΔF),τ_total = r₀(F₀ + ΔF) + Δr(F₀ + ΔF),τ_total = (r₀ + Δr)(F₀ + ΔF),D,Factor using binomial structure: (r₀ + Δr)(F₀ + ΔF).
Combine like terms: KE_total = ½m₁v₀² + m₁Δv² + ½m₂v₀².,KE_total = ½m₁(v₀² + Δv²) + ½m₂v₀²,KE_total = ½(m₁ + m₂)v₀² + m₁Δv²,KE_total = (m₁ + m₂)(v₀² + Δv²),KE_total = v₀²(½m₁ + ½m₂) + m₁Δv²,D,"Group v₀² terms carefully, factoring (½m₁ + ½m₂), and leave m₁Δv² separate."
Combine like terms: F_total = ma + ma.,F_total = 2ma,F_total = ma,F_total = m²a,F_total = ma²,A,ma + ma = 2ma — add like terms directly.
Combine like terms: τ_total = r₀F₀ + 2r₀ΔF + 3ΔrF₀.,τ_total = (r₀ + 2Δr)(F₀ + ΔF),τ_total = (r₀ + Δr)(F₀ + ΔF),τ_total = (r₀ + 3Δr)(F₀ + 2ΔF),τ_total = r₀(F₀ + 2ΔF) + 3ΔrF₀,D,"Group terms sharing r₀ together, but Δr must remain with F₀ separately."
Combine like terms: KE_total = ½m₁v₁² + m₁v₂².,KE_total = ½m₁(v₁² + v₂²),KE_total = ½m₁(v₁² + ½v₂²),KE_total = ½m₁(v₁² + 2v₂²),KE_total = m₁(v₁² + v₂²),C,"Factor out ½m₁: adjust m₁v₂² to 2(½m₁v₂²) to maintain equivalence, giving ½m₁(v₁² + 2v₂²)."
Combine like terms: F_net = 3ma₁ + 2ma₂ + ma₃.,F_net = m(3a₁ + 2a₂ + a₃),F_net = (ma₁ + ma₂ + ma₃)³,F_net = m(3a₁ + a₂ + 2a₃),F_net = 3m(a₁ + a₂ + a₃),A,Factor out m across all terms and preserve coefficients properly.
Combine like terms: KE_total = ½mv₁² + ½mv₂².,KE_total = ½m(v₁² + v₂²),KE_total = ½m(v₁ + v₂)²,KE_total = m(v₁² + v₂²),KE_total = ½m(v₁²v₂²),A,"Factor out ½m, leaving (v₁² + v₂²) inside."
Combine like terms: Δx = v₀t + 2v₀Δt + ½at² + ½aΔt².,Δx = v₀(t + 2Δt) + ½a(t² + Δt²),Δx = v₀(t + Δt) + ½a(t² + Δt²),Δx = ½(v₀t + at² + Δt²),Δx = (v₀ + 2Δt)(t + ½a),A,Group v₀ terms together and a terms together carefully.
Combine like terms: F_net = ½ma₀ + 2ma₀ + 3mΔa.,F_net = m(a₀ + 3Δa),F_net = (½m + 2m + 3m)(a₀ + Δa),F_net = m(2.5a₀ + 3Δa),F_net = m(½a₀ + 2a₀ + 3Δa),D,Factor out m across all terms; add carefully inside parentheses.
Combine like terms: Δx = v₀t + ½at² + v₀Δt.,Δx = v₀(t + ½a)t²,Δx = v₀(t + Δt) + ½at²,Δx = ½(v₀ + a)t²,Δx = v₀(t + Δt + at²),B,"Group v₀ terms factoring v₀: v₀(t + Δt), leaving ½at² separate."
Combine like terms: W = Fd + Fd.,W = Fd²,W = F²d,W = 2Fd,W = Fd,C,Fd + Fd = 2Fd — add identical terms.
Combine like terms: p_total = m₁v₀ + 2m₁Δv + 3m₂v₀.,p_total = v₀(m₁ + 3m₂) + 2m₁Δv,p_total = (m₁ + 3m₂)(v₀ + Δv),p_total = v₀(m₁ + m₂) + 2m₁Δv,p_total = (m₁ + m₂)(v₀ + Δv),A,"Group v₀ terms together factoring v₀, then leave 2m₁Δv separate."
Combine like terms: p_total = m₁v₀ + m₂v₀ + 2m₁Δv + 3m₂Δv.,p_total = (m₁ + m₂)(v₀ + Δv),p_total = v₀(m₁ + m₂) + Δv(2m₁ + 3m₂),p_total = (m₁ + 2m₂)(v₀ + Δv),p_total = v₀(m₁ + 2m₁) + Δv(m₂ + 3m₂),B,"Group v₀ terms factoring v₀, group Δv terms factoring Δv separately."
Combine like terms: τ_total = r₁F + r₂F.,τ_total = (r₁ + r₂)F²,τ_total = r₁ + r₂ + F,τ_total = (r₁r₂)F,τ_total = (r₁ + r₂)F,D,Factor out F: τ_total = (r₁ + r₂)F.
Combine like terms: τ_total = 2r₀F₀ + r₀ΔF + 3ΔrF₀.,τ_total = (2r₀ + Δr)(F₀ + ΔF),τ_total = (2r₀ + 3Δr)(F₀ + ΔF),τ_total = (r₀ + Δr)(2F₀ + ΔF),τ_total = r₀(2F₀ + ΔF) + 3ΔrF₀,D,Group r₀ terms together carefully: r₀(2F₀ + ΔF).
Combine like terms: Δx = v₀t + 2v₀Δt.,Δx = v₀(t + 2Δt),Δx = (v₀ + 2v₀)(t + Δt),Δx = v₀(2t + Δt),Δx = v₀(t + Δt),A,"Factor v₀, carefully preserving the 2 multiplier on Δt only."
Combine like terms: KE_total = ½m₁v₁² + m₂v₁² + ½m₁v₂².,KE_total = (½m₁ + v₂²)(m₂ + v₁²),KE_total = ½(m₁ + m₂)(v₁² + v₂²),KE_total = (m₁ + m₂)v₁² + ½m₁v₂²,KE_total = v₁²(½m₁ + m₂) + ½m₁v₂²,D,Group terms with v₁² together: ½m₁v₁² + m₂v₁² = v₁²(½m₁ + m₂).
Combine like terms: p_total = m₁(v₀ + Δv) + m₂(v₀ + Δv).,p_total = (m₁ + m₂)(v₀ + Δv²),p_total = (m₁v₀ + m₂v₀) + (m₁Δv + m₂Δv),p_total = (m₁v₀ + m₂Δv),p_total = (m₁ + m₂)(v₀ + Δv),D,Factor out (v₀ + Δv): p_total = (m₁ + m₂)(v₀ + Δv).
Combine like terms: F_net = 2ma₁ + 3ma₂.,F_net = m(2a₁ + a₂),F_net = (2m + 3m)(a₁ + a₂),F_net = 5ma₁a₂,F_net = m(2a₁ + 3a₂),D,"Factor out m, keeping the coefficients attached to a₁ and a₂."
"If the distance between two masses triples, what happens to the gravitational force between them?",It becomes 1/6 as strong,It becomes 1/9 as strong,It becomes 1/3 as strong,It doubles,B,Gravitational force F ∝ 1/r². Tripling the distance means F becomes 1/3² = 1/9 as strong.
"If the radius of a satellite’s orbit decreases to 1/3 of its original value, how does the gravitational force change?",It stays the same,It triples,It becomes 1/9 as strong,It becomes 9 times greater,D,Gravitational force F ∝ 1/r². Reducing r to 1/3 makes force 1/(1/3)² = 9 times greater.
"If the velocity of a moving object is cut in half, how does its kinetic energy change?",It becomes 1/4 as large,It becomes 1/2 as large,It stays the same,It doubles,A,KE ∝ v². Halving v makes KE (1/2)² = 1/4 as large.
"If the distance between two charges doubles, what happens to the electric force between them?",It becomes 1/8 as strong,It becomes 1/2 as strong,It becomes 1/4 as strong,It stays the same,C,Electric force F ∝ 1/r². Doubling distance means force becomes 1/2² = 1/4 as strong.
"If an object's acceleration remains constant but time doubles, how does the displacement change?",It doubles,It becomes 4 times greater,It becomes 2 times greater,It triples,B,"Under constant acceleration, Δx ∝ t². Doubling t means displacement quadruples."
"If the velocity of an object doubles, what happens to its kinetic energy?",It becomes 4 times greater,It triples,It becomes 8 times greater,It doubles,A,Kinetic energy KE ∝ v². Doubling v means KE increases by 2² = 4 times.
"If the height from which a ball is dropped increases by a factor of 9, how does its final speed change?",It doubles,It becomes 9 times greater,It becomes 6 times greater,It triples,D,Final speed v ∝ √h. Increasing h by 9 makes v increase by √9 = 3 times.
"If the radius between two orbiting bodies decreases by a factor of 2, what happens to the gravitational force?",It becomes 4 times greater,It stays the same,It becomes 2 times greater,It becomes 1/4 as strong,A,Gravitational force F ∝ 1/r². Halving r means F increases by 2² = 4 times.
"If a projectile is launched with triple the initial velocity, how does the maximum height change?",It becomes 9 times greater,It becomes 6 times greater,It doubles,It triples,A,Maximum height h ∝ v₀². Tripling v₀ means h increases by 3² = 9 times.
"If a ball is dropped from a height that is 1/4 as large, how does its final speed change?",It becomes 1/4 as large,It stays the same,It doubles,It becomes 1/2 as large,D,Final speed v ∝ √h. Reducing h by 1/4 makes v decrease by √(1/4) = 1/2.
"If a planet's orbital radius doubles, how does its orbital period change? (Assume circular orbit)",It stays the same,It triples,It increases by a factor of √8,It doubles,C,Orbital period T ∝ r^(3/2). Doubling r means T increases by 2^(3/2) = √8 ≈ 2.83 times.
"If the radius of a satellite’s orbit doubles, how does the gravitational force between the satellite and planet change?",It becomes 1/2 as strong,It doubles,It becomes 1/4 as strong,It becomes 1/8 as strong,C,Gravitational force F ∝ 1/r². Doubling the orbit radius means force becomes 1/2² = 1/4 as strong.
"If the speed of a rolling object doubles, what happens to its rotational kinetic energy?",It doubles,It becomes 4 times greater,It becomes 8 times greater,It triples,B,"Rotational kinetic energy KE_rot ∝ ω², and ω ∝ v. Doubling v doubles ω, and thus KE_rot increases by 2² = 4 times."
"If the time for an object in free fall doubles, what happens to its vertical displacement?",It triples,It becomes 4 times greater,It becomes 8 times greater,It doubles,B,Displacement Δx ∝ t². Doubling t means displacement quadruples.
"If the separation between two planets is increased by a factor of 4, what happens to the gravitational attraction?",It becomes 1/16 as strong,It becomes 1/4 as strong,It becomes 1/2 as strong,It becomes 1/8 as strong,A,Gravitational force F ∝ 1/r². Quadrupling r makes F become 1/4² = 1/16 as strong.
"If time doubles during free fall with constant acceleration, by what factor does displacement change?",It becomes 4 times greater,It becomes 8 times greater,It triples,It becomes 2 times greater,A,Displacement Δx ∝ t². Doubling time quadruples displacement.
"If the initial velocity of a projectile doubles, how does its maximum height change (assuming launch angle stays the same)?",It stays the same,It becomes 4 times greater,It doubles,It becomes 2 times greater,B,Maximum height h ∝ v₀². Doubling v₀ leads to a height 4 times greater.
"If the height of a dropped object quadruples, how does its final speed change (neglecting air resistance)?",It stays the same,It triples,It quadruples,It doubles,D,Final speed v ∝ √h. Quadrupling height makes v increase by √4 = 2 times.
"If the radius of a planet's orbit triples, by what factor does the orbital period increase?",It triples,It increases by about 5.2 times,It doubles,It increases by 9 times,B,T ∝ r^(3/2). Tripling r gives T increase by 3^(3/2) ≈ 5.2 times.
"If the velocity of an object triples, how does its kinetic energy change?",It doubles,It becomes 9 times greater,It becomes 6 times greater,It triples,B,Kinetic energy KE ∝ v². Tripling v means KE increases by 3² = 9 times.
"In the equation v = v₀ + a·t, what should v equal when t = 0?",v = t,v = a,v = v₀,v = 0,C,"If t = 0, v = v₀ + a(0) = v₀. The object's initial velocity remains v₀."
"In the spring force formula F = -kx, what happens to F if x → 0?",F → kx²,F → ½kx²,F → -k,F → 0,D,"If displacement x is zero, the spring force F is also zero."
"In the period formula for a pendulum T = 2π√(L/g), what happens to T if g → ∞?",T → ∞,T → 0,T → 2π,T → g,B,"As gravitational acceleration becomes infinitely large, period T approaches 0."
"In the displacement equation x = x₀ + v₀t + ½a·t², what happens to x when t → 0?",x → 0,x → ½a,x → x₀,x → v₀,C,"When t = 0, x = x₀ + 0 + 0 = x₀; displacement is initial position."
"In the gravitational force equation F = Gm₁m₂/r², what happens to F as r → ∞?",F → m₁m₂,F → ∞,F → 0,F → r,C,"As r → ∞, gravitational force weakens and approaches zero."
"In the kinetic energy formula KE = ½mv², what happens to KE when v → 0?",KE → ½m,KE → m,KE → 0,KE → v,C,"When v = 0, KE = 0. No motion means no kinetic energy."
"In the momentum formula p = mv, what happens to p if mass m → 0 and v ≠ 0?",p → ∞,p stays the same,p → 0,p → v,C,Zero mass means zero momentum if velocity is finite.
"In the equation Δx = v₀t + ½a·t², if initial velocity v₀ = 0 and t → 0, what should happen to Δx?",Δx → 0,Δx → ½a,Δx → v₀,Δx → t,A,"If v₀ = 0 and t = 0, Δx = 0 + 0 = 0."
"In the kinetic energy formula KE = ½mv², what happens to KE if m → ∞ for a fixed v?",KE → v²,KE → 0,KE → ∞,KE → ½,C,"If mass grows infinitely large while v stays finite, KE grows without bound."
"In the gravitational potential energy formula U = -Gm₁m₂/r, what happens to U as r → ∞?",U → 0,U → ∞,U → m₁m₂,U → -∞,A,"As r → ∞, gravitational potential energy approaches zero."
"In the torque formula τ = rFsinθ, what happens to τ if F → 0?",τ → 0,τ → r²,τ → sinθ,τ → r,A,"If the force is zero, torque must also be zero."
"In free fall, if time t → ∞, what happens to the speed of an object ignoring air resistance?",Speed stays constant,Speed oscillates,Speed increases without bound,Speed approaches zero,C,"In free fall with no air resistance, velocity keeps increasing indefinitely as t → ∞."
"In the work-energy principle W = ΔKE, what happens to work if there is no change in velocity?",W = KE,W = 2KE,W = 0,W = Δv,C,"If Δv = 0, then ΔKE = 0, so no work is done."
"In the orbital speed formula v = √(GM/r), what happens to v as r → ∞?",v → ∞,v → GM,v → 0,v stays constant,C,"As orbital radius r increases to infinity, orbital speed approaches zero."
"In the formula for work W = Fd, if displacement d = 0, what happens to work done W?",W = d,W = F²,W = F,W = 0,D,"Work requires displacement. If d = 0, no work is done: W = 0."
"In the gravitational force formula F = Gm₁m₂/r², what happens to F if m₁ → 0?",F → 0,F → Gm₂,F → ∞,F → m₂,A,"If one mass is zero, gravitational force between the two bodies becomes zero."
"In the centripetal force formula F = mv²/r, what happens to F as v → 0?",F → 0,F → m/r,F → r/v,F → v²/m,A,"If v → 0, centripetal force also approaches zero."
"In Newton's second law F = ma, what happens to a if mass m → ∞ and F stays constant?",a stays the same,a → F²,a → ∞,a → 0,D,"If mass becomes infinite, acceleration approaches zero for any finite force."
"In the rotational inertia formula I = mr², what happens to I if m → 0?",I → ∞,I → r²,I → m²r,I → 0,D,Zero mass means zero rotational inertia.
"In the momentum formula p = mv, what happens to p when v → 0?",p → 0,p → ½m,p → m,p → v²,A,"Momentum requires velocity. If v = 0, then p = 0."
