Question,Correct Answer,Choice A,Correct? A,Code A,Choice B,Correct? B,Code B,Choice C,Correct? C,Code C,Choice D,Correct? D,Code D,Explanation
A 2 kg mass stretches a vertical spring by 0.1 m. What is the spring constant?,C,k = 2 / 0.1,False,PH87,k = 0.1 / 2,False,PH87,k = (m · g) / x = (2 · 9.8) / 0.1 = 196 N/m,True,,k = x / (m · g),False,PH87,Spring constant from equilibrium: k = mg / x
A spring stores potential energy U when stretched a distance x. What is U?,D,U = k · x,False,PH89,U = ½ · k · x,False,PH89,U = k · x²,False,PH89,U = ½ · k · x²,True,,Elastic potential energy = ½·k·x² from area under F–x graph
A spring is compressed a distance x. What is the direction of force it applies?,C,Same as x.,False,PH91,Perpendicular to compression.,False,PH90,Opposite to direction of compression.,True,,Downward.,False,PH90,Spring pushes or pulls opposite the displacement from rest.
What happens to spring force if x is doubled?,B,It stays the same.,False,PH86,It doubles.,True,,It quadruples.,False,PH89,It halves.,False,PH91,F = −k·x → directly proportional to displacement.
Two springs in parallel both with k = 100 N/m are stretched 0.2 m. What is total force?,D,20 N,False,PH89,10 N,False,PH86,0.4 N,False,PH91,F_total = 2k · x = 200 · 0.2 = 40 N,True,,Each spring: F = kx → total = 2kx = 40 N.
A spring supports a mass m. At equilibrium— what is the extension x?,A,x = m · g / k,True,,x = k / (m · g),False,PH87,x = √(k / m),False,PH86,x = m / (k · g),False,PH87,Equilibrium: F_spring = F_gravity → kx = mg → x = mg/k
A mass oscillates on a spring. At maximum displacement— what is the spring force?,C,Zero.,False,PH89,Equal to gravitational force.,False,PH91,Maximum value: F = −k·x₍max₎,True,,Equal to kinetic energy.,False,PH91,Spring force is greatest at farthest stretch or compression.
A spring stores 5 J of potential energy when stretched 0.5 m. What is k?,B,k = 0.5,False,PH86,k = 2U / x² = 2·5 / 0.25 = 40 N/m,True,,k = 5 · 0.5,False,PH87,k = √(5 / 0.5),False,PH87,Use U = ½·k·x² → k = 2U / x²
Why can the spring force be negative?,D,It repels nearby forces.,False,PH91,It lifts the spring.,False,PH91,It reflects surface area.,False,PH90,Because it opposes the direction of displacement.,True,,F = −k·x → sign indicates restoring direction.
An object moves in a circle of radius r with speed v. What is the expression for its centripetal acceleration?,B,a = v · r,False,PH96,a = v² / r,True,,a = r² / v,False,PH96,a = 1 / (v · r),False,PH96,Centripetal acceleration: a = v² / r
What is the net force on a mass m in uniform circular motion at speed v and radius r?,A,F = m · v² / r,True,,F = m · r / v²,False,PH96,F = v / m,False,PH95,F = r / v,False,PH94,From F = m·a— and a = v²/r → F = m·v² / r
A car rounds a turn of radius 50 m at 10 m/s. What is its required centripetal force if m = 800 kg?,D,400 N,False,PH96,1000 N,False,PH96,640 N,False,PH96,F = m·v² / r = 800·100 / 50 = 1600 N,True,,F = 800 × 10² / 50 = 800 × 100 / 50 = 1600 N
If a string breaks while spinning an object— which direction does it go?,C,Toward the center.,False,PH92,Outward in a spiral.,False,PH92,Tangent to the circular path.,True,,Upward.,False,PH92,No net inward force → object moves in straight-line tangent.
Which force is incorrectly assumed to act outward during circular motion?,D,Friction.,False,,Gravity.,False,,Tension.,False,,Centrifugal force.,True,PH92,Centrifugal force is fictitious — only centripetal (inward) is real.
What is angular acceleration if an object speeds up uniformly around a circle?,A,α = ∆ω / ∆t,True,,α = ω / r,False,PH94,α = r / ω²,False,PH94,α = ω² / r,False,PH94,Angular acceleration is the rate of change of angular velocity.
An object travels in a circle at constant speed. What changes?,C,Speed.,False,PH93,Mass.,False,PH95,Direction of velocity.,True,,Inertia.,False,PH95,Even with constant speed— velocity changes because direction changes.
How does centripetal force relate to angular speed ω— mass m— and radius r?,B,F = m · ω / r,False,PH98,F = m · r · ω²,True,,F = r / m · ω²,False,PH98,F = m · r / ω²,False,PH98,F = m · v² / r → v = r·ω → F = m · r · ω²
What happens to required centripetal force if speed doubles?,D,It stays the same.,False,PH96,It doubles.,False,PH96,It halves.,False,PH96,It quadruples.,True,,F = m·v² / r → if v doubles— F increases by factor of 4
An object moves in a circle at increasing speed. What does the velocity vector do?,B,It remains constant in direction.,False,PH93,It changes in both magnitude and direction.,True,,It stays tangent always with same length.,False,PH94,It points inward.,False,PH92,Non-uniform circular motion → v changes in magnitude and direction.
An object of mass m moves at speed v. What is its kinetic energy?,C,K = m · v,False,PH99,K = ½ · m · v,False,PH100,K = ½ · m · v²,True,,K = m · v²,False,PH99,Kinetic energy depends on square of speed: K = ½·m·v²
If an object’s speed doubles— how does its kinetic energy change?,A,It quadruples.,True,,It doubles.,False,PH100,It remains the same.,False,PH103,It halves.,False,PH103,K = ½·m·v² → if v doubles— KE increases by factor of 4.
Two objects have equal kinetic energy. One has twice the mass of the other. What is the speed ratio?,D,v₁ = v₂,False,PH100,v₁ = 2 · v₂,False,PH100,v₁ = √2 · v₂,False,PH100,v₁ = v₂ / √2,True,,K = ½·m·v² → solve for v = √(2K / m). If m doubles— v must drop by √2.
What is the total kinetic energy of a system of two blocks: m₁ = 2 kg at 3 m/s— m₂ = 4 kg at 2 m/s?,B,KE = ½(2+4)(3+2)²,False,PH100,KE = ½·2·3² + ½·4·2² = 9 + 8 = 17 J,True,,KE = ½(6)(5²),False,PH105,KE = m · v,False,PH99,KE is scalar → add individual KE: ½·m₁·v₁² + ½·m₂·v₂²
An object of unknown mass has kinetic energy K and speed v. What is its mass?,A,m = 2K / v²,True,,m = K / v,False,PH104,m = K / v²,False,PH104,m = v² / K,False,PH104,Solve K = ½·m·v² for m: multiply both sides by 2 and divide by v²
A block's speed increases from v to 2v. What is the change in kinetic energy?,D,ΔK = 2K,False,PH100,ΔK = ½·m·v,False,PH104,ΔK = m·v²,False,PH100,ΔK = ½·m·(4v² − v²) = ½·m·3v²,True,,Initial KE = ½·m·v²; final KE = ½·m·(2v)² = 2m·v² → ∆K = 1.5m·v²
If two cars with equal mass collide and stop— what happens to their combined kinetic energy?,B,It increases.,False,PH103,It is transferred or transformed (e.g.— heat— sound).,True,,It becomes potential energy.,False,PH102,It is destroyed.,False,PH101,Energy is conserved but changes form — KE can become thermal— etc.
Which variable has the greatest effect on kinetic energy?,C,Mass.,False,PH104,Direction of motion.,False,PH101,Speed.,True,,Position.,False,PH101,K = ½·m·v² → v² means KE is more sensitive to speed.
If K = 125 J and m = 5 kg— what is the speed of the object?,D,v = 50,False,PH104,v = 5,False,PH104,v = 10,False,PH104,v = √(2K / m) = √(250 / 5) = √50 ≈ 7.1 m/s,True,,Solve K = ½·m·v² → v = √(2K / m)
Which of these best defines kinetic energy?,A,Energy due to motion— proportional to m and v²,True,,Energy stored in a spring.,False,PH99,Energy related to height.,False,PH102,Force over distance.,False,PH101,KE is energy of motion — K = ½·m·v².
A force F moves an object through displacement d at angle θ. What is the work done?,C,W = F · d,False,PH106,W = F · sin(θ),False,PH106,W = F · d · cos(θ),True,,W = F / d,False,PH106,Work is scalar projection of force along displacement: W = Fd·cos(θ).
An object is lifted vertically at constant speed through height h. What is the work done?,A,W = m · g · h,True,,W = 0,False,PH107,W = h / (m · g),False,PH107,W = m · h,False,PH107,Work = force · displacement = mg·h
A block of mass m slides distance d on frictionless surface. If pushed by constant force F— what is final speed?,D,v = F / d,False,PH110,v = √(F / m),False,PH110,v = m · d,False,PH110,v = √(2·F·d / m),True,,Use W = ∆K → F·d = ½·m·v² → v = √(2Fd / m)
If net work done on an object is positive— what happens to its kinetic energy?,A,It increases.,True,,It decreases.,False,PH108,It becomes negative.,False,PH108,It disappears.,False,PH111,Work-energy theorem: W = ∆K → if W > 0— ∆K > 0
A box is pulled with 40 N at 60° to the horizontal for 5 m. What is the work done?,B,W = 200 J,False,PH106,W = 40·5·cos(60°) = 100 J,True,,W = 40·cos(60°),False,PH106,W = 40·sin(60°),False,PH106,Work = F·d·cos(θ) = 40·5·0.5 = 100 J
A student says more distance means more work even with zero force. What’s wrong?,C,They forgot acceleration.,False,PH110,They ignored time.,False,PH110,They ignored that work = 0 if F = 0.,True,,They reversed cause and effect.,False,PH112,W = F·d → if F = 0— then W = 0 regardless of d
If 150 J of work increases a 3 kg object’s speed— what is final speed from rest?,D,v = 5 m/s,False,PH108,v = 10 m/s,False,PH108,v = √(150 / 3),False,PH108,v = √(2·W / m) = √(300 / 3) = √100 = 10 m/s,True,,W = ∆K = ½·m·v² → solve for v.
What is the work-energy theorem?,A,Net work equals change in kinetic energy.,True,,Work is always constant.,False,PH108,Work depends only on distance.,False,PH107,Kinetic energy is always conserved.,False,PH110,W = ∆K — connects dynamics and energy.
An object slows due to friction. What is the sign of net work?,B,Positive— because it’s moving.,False,PH108,Negative— because force opposes motion.,True,,Zero— because speed changes.,False,PH110,Undefined.,False,PH110,Opposing forces → W = F·d·cos(180°) = negative
If applied force is perpendicular to displacement— what is work done?,C,Maximum,False,PH106,Negative,False,PH106,Zero,True,,Infinite,False,PH107,cos(90°) = 0 → W = F·d·cos(θ) = 0
What is the gravitational potential energy of a mass m at height h above ground?,C,U = m / g,False,PH113,U = m · h,False,PH113,U = m · g · h,True,,U = g² / h,False,PH113,Gravitational PE = m·g·h relative to a chosen zero point.
If an object of mass m is dropped from height h— what is its speed just before impact (neglecting air resistance)?,B,v = m · g · h,False,PH113,v = √(2·g·h),True,,v = g / m,False,PH114,v = m / (g · h),False,PH113,PE lost = KE gained → mgh = ½·m·v² → solve for v
Which of the following defines potential energy conceptually?,D,Energy of motion,False,PH113,Energy conserved in collisions,False,PH115,Stored kinetic energy,False,PH113,Energy due to position or configuration,True,,PE is energy due to an object’s location in a field or system.
If an object is lifted to height 2h— how does its potential energy change?,A,It doubles.,True,,It quadruples.,False,PH114,It halves.,False,PH113,It stays the same.,False,PH114,U = m·g·h → double h = double U.
Two identical masses at different heights: h and 2h. Which has greater PE?,B,The one at h.,False,PH113,The one at 2h.,True,,They are equal.,False,PH113,It depends on kinetic energy.,False,PH115,PE increases linearly with height: U = m·g·h
What happens to mechanical energy in an ideal system (no friction)?,C,It disappears.,False,PH116,It becomes internal energy.,False,PH116,It is conserved.,True,,It is stored as mass.,False,PH113,Total ME = PE + KE remains constant in frictionless systems.
An object at rest slides down a frictionless ramp. What happens to its energy?,D,PE is lost and not recovered.,False,PH115,KE and PE both increase.,False,PH113,PE increases— KE decreases.,False,PH116,PE converts into KE— keeping total energy constant.,True,,PE transforms to KE while ME stays constant.
An object has PE = 200 J and KE = 300 J. What is its mechanical energy?,A,500 J,True,,100 J,False,PH116,600 J,False,PH113,Cannot be determined.,False,PH117,ME = PE + KE = 500 J.
Which expression gives height in terms of PE— m— and g?,B,h = PE · m · g,False,PH114,h = PE / (m · g),True,,h = m · g / PE,False,PH114,h = PE · g / m,False,PH114,From U = m·g·h → solve: h = U / (m·g)
Which statement about potential energy is FALSE?,D,It is relative to a chosen reference level.,False,,It can be converted into kinetic energy.,False,,It is stored energy.,False,,It is the same regardless of location.,True,PH118,PE depends on position and zero reference — not absolute.
An object falls from height h. What is its speed just before impact assuming conservation of energy?,C,v = m · g · h,False,PH120,v = 2gh,False,PH120,v = √(2 · g · h),True,,v = h / g,False,PH120,PE → KE → mgh = ½·m·v² → solve for v.
Which principle ensures PE lost equals KE gained (ignoring friction)?,D,Work-energy theorem.,False,PH124,Kinematic equations.,False,PH125,Force conservation.,False,PH124,Mechanical energy conservation.,True,,In a conservative system— E = KE + PE remains constant.
An object slides down a ramp losing 300 J of potential energy. How much kinetic energy does it gain?,B,100 J,False,PH121,300 J,True,,Depends on mass.,False,PH122,Zero.,False,PH121,Energy is conserved → loss in PE = gain in KE.
Why does mechanical energy decrease in real systems?,A,Some energy converts to non-mechanical forms like heat or sound.,True,,Because energy disappears.,False,PH121,Because force is not conserved.,False,PH120,Because potential energy is lost permanently.,False,PH122,Friction and other non-conservative forces transform mechanical energy.
A spring launches a block from rest. What principle relates U = ½kx² to final KE?,C,Momentum conservation.,False,PH124,Weight conservation.,False,PH124,Conservation of mechanical energy.,True,,Frictional loss.,False,PH121,Elastic PE becomes KE → total mechanical energy is conserved.
A block slides up a ramp and stops at height h. How does its speed at bottom relate to h?,D,v = h / g,False,PH120,v = g · h,False,PH120,v = h / v,False,PH120,v = √(2 · g · h),True,,KE = PE → ½·m·v² = m·g·h → v = √(2gh)
If total mechanical energy is constant— what can you conclude about external forces?,A,They do no net work.,True,,They increase internal energy.,False,PH122,They cancel each other.,False,PH121,They reverse direction.,False,PH120,Only conservative forces → ∆Eₘₑcₕ = 0 → external work = 0
A 2 kg object moves with v = 5 m/s. How high could it rise if all KE becomes PE?,C,h = v,False,PH120,h = m · g,False,PH120,h = v² / (2 · g) = 25 / 19.6 ≈ 1.28 m,True,,h = √(2gh),False,PH125,KE = PE → ½·m·v² = m·g·h → h = v² / (2g)
Which equation reflects conservation of mechanical energy?,B,½mv² = mgh,False,PH120,½mv² + mgh = constant,True,,KE = PE,False,PH124,v = m · g,False,PH125,Total mechanical energy = sum of KE and PE remains constant.
A falling object encounters air resistance. What happens to mechanical energy?,D,It stays constant.,False,PH120,It increases.,False,PH121,It becomes kinetic only.,False,PH121,It decreases as some energy converts to heat.,True,,Air resistance is a non-conservative force — mechanical energy drops.
Which expression defines power in terms of work and time?,A,P = W / t,True,,P = W · t,False,PH129,P = t / W,False,PH129,P = W² / t,False,PH127,Power is rate of energy transfer: P = W / t.
A motor lifts a 50 kg mass to a height of 20 m in 5 s. What is its average power output?,C,500 W,False,PH127,1000 W,False,PH127,P = mgh / t = 50·9.8·20 / 5 = 1960 W,True,,P = m / t,False,PH127,Work = mgh = 9800 J → P = 9800 / 5 = 1960 W
An object moves at constant speed v under constant force F. What is power delivered?,D,P = F / v,False,PH127,P = v² · F,False,PH129,P = F / v²,False,PH127,P = F · v,True,,When direction aligns— P = F · v.
Which situation involves zero power output?,B,Holding a weight steady at arm’s length.,True,,Lifting a box upward at constant speed.,False,PH127,Pushing against a wall that moves.,False,PH129,Throwing an object upward.,False,PH129,If displacement = 0 → W = 0 → P = 0 even if force is applied.
If two machines do the same work but one is faster— what is true?,D,They use more energy.,False,PH129,The slower one is more powerful.,False,PH127,They exert the same force.,False,PH129,The faster machine has more power.,True,,P = W / t → same W— smaller t → greater P.
Power can also be expressed as which of the following?,C,P = KE / m,False,PH130,P = v / F,False,PH129,P = F · v when F and v are constant and aligned,True,,P = F · a,False,PH130,From W = F · d and v = d / t → P = F · v
A 75 kg person runs up 5 m of stairs in 3 seconds. Estimate power output.,A,P = mgh / t = 75·9.8·5 / 3 ≈ 1225 W,True,,P = m / t,False,PH127,P = 75·3 / 5,False,PH129,P = 5 / (75·3),False,PH127,Use P = mgh / t → 75×9.8×5 / 3 ≈ 1225 W
What does it mean if a machine does more work per second?,D,It is inefficient.,False,PH128,It uses more mass.,False,PH130,It generates less force.,False,PH129,It is more powerful.,True,,Power is work per time — more work in same time = more power.
If mass and height stay constant but time doubles— what happens to power?,B,It doubles.,False,PH129,It halves.,True,,It stays the same.,False,PH129,It increases by factor of 4.,False,PH130,P = W / t = mgh / t → if t doubles— P halves.
Which statement best describes the concept of power?,C,It measures energy lost.,False,PH127,It equals total work done.,False,PH128,It is the rate at which work is done.,True,,It is proportional to mass only.,False,PH130,Power = work per unit time: P = W / t
Which expression defines linear momentum?,A,p = m · v,True,,p = m / v,False,PH134,p = v² / m,False,PH134,p = m + v,False,PH134,Momentum is the product of mass and velocity: p = m · v
If mass doubles while velocity remains constant— what happens to momentum?,D,It stays the same.,False,PH138,It halves.,False,PH138,It quadruples.,False,PH138,It doubles.,True,,p = m · v → double mass = double momentum
A 5 kg object moving at 4 m/s collides with a 3 kg object at rest. What is total momentum before collision?,C,12 kg·m/s,False,PH140,35 kg·m/s,False,PH140,20 kg·m/s,True,,0 kg·m/s,False,PH139,Only the 5 kg object has initial momentum: 5·4 = 20 kg·m/s
Which principle applies during a collision when no external force acts?,B,Momentum equals mass.,False,PH134,Momentum of the system is conserved.,True,,Kinetic energy is always conserved.,False,PH140,Acceleration is zero.,False,PH139,Momentum conservation holds in isolated systems.
A system’s total momentum is zero. What must be true?,A,All momenta cancel out in vector sum.,True,,Each object must be at rest.,False,PH139,No object has any velocity.,False,PH139,The masses are all equal.,False,PH138,Momentum is vector — total can be zero if parts cancel.
Two equal-mass objects move toward each other at speed v. What is total momentum?,C,2m · v,False,PH137,0,True,,m · v,False,PH137,−m · v,False,PH139,Their momenta are equal and opposite → p_total = 0
A 2 kg object at 3 m/s collides and sticks to a 4 kg object at 1 m/s. What is final speed?,B,1 m/s,False,PH140,v = (2·3 + 4·1) / (2+4) = 10/6 ≈ 1.67 m/s,True,,3 m/s,False,PH138,Cannot determine.,False,PH139,Use conservation: p_initial = p_final → solve for v
A cart of mass m bounces off a wall. Speed is same before and after. What happens to momentum?,D,It doubles.,False,PH136,It vanishes.,False,PH137,It is conserved for the wall.,False,PH134,It changes direction— so vector momentum changes.,True,,Momentum is vector → sign reversal means ∆p = 2mv
Which describes momentum in an explosion?,C,Total momentum becomes positive.,False,PH140,Larger pieces gain more momentum.,False,PH138,Total momentum is conserved even as objects fly apart.,True,,Momentum is destroyed by the explosion.,False,PH136,Internal forces change individual momenta but system total stays the same.
What is the best explanation for momentum conservation?,A,No net external force acts on the system.,True,,Objects must have equal mass.,False,PH138,Velocities must cancel.,False,PH139,Force and energy are balanced.,False,PH134,Conservation requires ∑Fₑₓₜ = 0 — internal changes don’t affect system p
Which expression defines impulse?,C,J = F / t,False,PH141,J = m / v,False,PH141,J = F · ∆t,True,,J = ∆t / F,False,PH141,Impulse is force applied over a time interval: J = F · ∆t
Impulse changes momentum. What is this principle called?,B,Work-energy theorem,False,PH144,Impulse-momentum theorem,True,,Law of inertia,False,PH144,Kinematic equivalence,False,PH144,J = ∆p is the impulse-momentum theorem
If a constant force acts over a time ∆t on mass m— what is final speed v from rest?,D,v = F · m,False,PH141,v = m / F,False,PH141,v = F / m,False,PH141,v = F · ∆t / m,True,,Impulse = F·∆t = ∆p = m·v → solve for v
What quantity equals the area under a force vs. time graph?,A,Impulse,True,,Velocity,False,PH146,Work,False,PH146,Power,False,PH146,Area under F–t graph = F·∆t = J
A 0.2 kg ball moving at 10 m/s hits a wall and rebounds at 8 m/s. What is impulse?,B,J = 2 N·s,False,PH144,J = ∆p = m(v_f − v_i) = 0.2(−8 − 10) = −3.6 N·s,True,,J = 1.8 N·s,False,PH144,J = 4 N·s,False,PH144,Impulse is the total momentum change: J = m·∆v
Which change increases impulse the most?,D,Halving the mass.,False,PH144,Shorter time interval.,False,PH142,Smaller force.,False,PH142,Increasing both force and duration.,True,,J = F·∆t → increase F and ∆t = more impulse
A student claims longer collisions always produce larger impulse. What’s wrong?,C,They are correct in all cases.,False,PH142,Time always increases velocity.,False,PH144,Impulse also depends on force magnitude.,True,,Impulse only applies when velocity is zero.,False,PH144,J = F·∆t → if F is small— long time doesn’t guarantee large J
Which of these shows why airbags help in crashes?,B,They increase force on the body.,False,PH142,They increase the time over which the momentum changes.,True,,They reduce speed.,False,PH144,They reverse direction instantly.,False,PH145,Longer ∆t → smaller F for same impulse (same ∆p)
If impulse is fixed— how can force be reduced?,C,Increase velocity.,False,PH144,Decrease mass.,False,PH144,Increase time interval ∆t.,True,,Increase kinetic energy.,False,PH145,F = J / ∆t → for fixed J— larger ∆t → smaller F
What does negative impulse mean?,A,Force is opposite to velocity direction.,True,,The object speeds up.,False,PH144,Momentum is destroyed.,False,PH145,There is no force.,False,PH141,Negative J = negative ∆p = slowing down or direction reversal
Two carts— m₁ and m₂— collide elastically. Which quantities are conserved?,B,Only momentum.,False,PH154,Momentum and kinetic energy.,True,,Only kinetic energy.,False,PH154,Only velocity.,False,PH150,Elastic collisions conserve both momentum and KE.
A 2 kg cart moving at 3 m/s collides elastically with a 3 kg stationary cart. What is total momentum before?,A,6 kg·m/s,True,,9 kg·m/s,False,PH149,0 kg·m/s,False,PH150,Cannot determine.,False,PH150,Only moving cart: p = m·v = 2·3 = 6 kg·m/s
Which expression defines conservation of momentum for two objects colliding?,C,m₁v₁ = m₂v₂,False,PH148,m₁ + m₂ = constant,False,PH152,m₁v₁ₒ + m₂v₂ₒ = m₁v₁f + m₂v₂f,True,,v₁f + v₂f = v₁ₒ + v₂ₒ,False,PH151,Total momentum before = total after in isolated system
A bullet embeds in a block. What type of collision is this?,B,Elastic,False,PH154,Perfectly inelastic,True,,Explosion,False,PH153,Partially elastic,False,PH154,Sticking → perfectly inelastic: max KE loss
Two carts stick together after collision. How to find final velocity?,D,Use energy conservation.,False,PH154,Add their kinetic energies.,False,PH154,Use v_avg = (v₁ + v₂)/2,False,PH151,Use p_total = (m₁ + m₂)·v_f,True,,m₁v₁ + m₂v₂ = (m₁ + m₂)v_f → solve for v_f
A 1 kg ball at 4 m/s hits 2 kg ball at rest. After— ball 1 is at rest. What is velocity of ball 2?,A,v = 2 m/s,True,,v = 4 m/s,False,PH154,v = 1.5 m/s,False,PH150,v = 0,False,PH151,Momentum conserved: 1·4 = 2·v → v = 2
Why does a smaller mass accelerate more in recoil collisions?,C,Because it exerts more force.,False,PH154,Because it has more momentum.,False,PH138,Because it needs higher velocity to conserve momentum.,True,,Because it loses kinetic energy.,False,PH151,p = m·v → smaller m needs larger v to balance momentum
Two objects collide. One speeds up— the other slows down. Total momentum is—,D,Zero.,False,PH150,Destroyed.,False,PH153,Equal to their kinetic energy.,False,PH154,Conserved as a vector sum.,True,,Individual speeds change— but total momentum remains
What distinguishes an explosion from a collision?,B,Energy is lost.,False,PH154,One object breaks into several.,True,,Momentum is destroyed.,False,PH150,Objects stick together.,False,PH151,Explosions begin with one object— end with many; still conserve momentum.
What is required for momentum to be conserved?,C,Equal masses.,False,PH152,Equal speeds.,False,PH150,No external forces.,True,,Equal energies.,False,PH154,Only isolated systems (∑Fₑₓₜ = 0) conserve momentum.
Which collision type conserves both momentum and kinetic energy?,C,Perfectly inelastic,False,PH156,Partially elastic,False,PH156,Elastic,True,,Explosive,False,PH157,Only elastic collisions conserve both KE and momentum.
Two carts collide and stick together. What must be true?,A,Momentum is conserved— but kinetic energy is not.,True,,Both momentum and energy are conserved.,False,PH156,Velocity is conserved.,False,PH155,The final speed equals the initial speed.,False,PH157,In perfectly inelastic collisions— momentum conserved— KE is not.
A moving object hits a stationary object of equal mass elastically. What happens?,B,Both objects stop.,False,PH156,The moving object stops— and the second moves with its speed.,True,,Both move in same direction together.,False,PH157,They rebound with reversed speeds.,False,PH156,In 1D elastic collisions of equal mass— momentum and KE swap.
Which quantity is always conserved in all collisions?,C,Kinetic energy,False,PH156,Velocity,False,PH157,Momentum,True,,Mass × speed,False,PH155,Momentum is always conserved unless external force acts.
A 2 kg cart moving at 4 m/s collides and rebounds elastically. What is change in momentum?,A,∆p = m(vf − vi) = 2(−4 − 4) = −16 kg·m/s,True,,∆p = 0,False,PH160,∆p = 8,False,PH160,∆p = 4,False,PH160,Velocity reverses → ∆p = m·(−v − v) = −2mv
Which is NOT true about inelastic collisions?,D,Objects may stick together.,False,,Momentum is conserved.,False,,Some KE converts to other forms.,False,,Kinetic energy increases.,True,PH156,In inelastic collisions— KE is lost — not gained.
Two carts of mass m and 2m collide elastically. First at v— second at rest. What is final velocity of first?,B,v,False,PH156,vff = (m − 2m)v / (m + 2m) = −v / 3,True,,0,False,PH160,2v,False,PH155,Use elastic collision formula: v₁f = (m₁−m₂)v₁ / (m₁+m₂)
Why is KE not conserved in a perfectly inelastic collision?,C,Momentum is lost.,False,PH156,Forces are unequal.,False,PH158,Some energy converts to thermal— sound— etc.,True,,Velocity is zero.,False,PH159,Energy conserved overall— but not all stays in KE form.
A system explodes into pieces. What is true about total momentum?,A,It is conserved if no external forces act.,True,,It becomes infinite.,False,PH153,It equals total energy.,False,PH159,It reverses direction.,False,PH153,Even in explosions— momentum conserved if isolated system.
Two unequal masses collide inelastically and stick. What is the final speed?,D,v = √(v₁v₂),False,PH156,v = (m₁ + m₂) / (v₁ + v₂),False,PH155,v = (v₁ − v₂) / (m₁ + m₂),False,PH155,vf = (m₁v₁ + m₂v₂) / (m₁ + m₂),True,,Total p = (m₁ + m₂)·v → solve for v
Which expression defines angular velocity ω for rotation angle θ over time t?,A,ω = θ / t,True,,ω = t / θ,False,PH162,ω = θ · t,False,PH162,ω = 2π / t²,False,PH164,Angular velocity is change in angle over time: ω = θ / t
If an object rotates through 4π radians in 2 seconds. what is ω?,C,4π,False,PH162,2π,False,PH162,ω = θ / t = 4π / 2 = 2π rad/s,True,TRUE,π / 4,False,PH164,Use ω = θ / t to find angular velocity.
A wheel has angular acceleration α = 3 rad/s² and starts from rest. What is ω after 4 s?,D,3 rad/s,False,PH162,6 rad/s,False,PH162,10 rad/s,False,PH162,ω = α · t = 3 · 4 = 12 rad/s,True,,ω = ω₀ + α·t = 0 + 3·4 = 12 rad/s
An object rotates with constant α. Which graph best represents angular velocity over time?,B,A flat horizontal line,False,PH165,A straight line with positive slope,True,,A curve that flattens,False,PH164,An exponential increase,False,PH165,Constant α → ω increases linearly with time
Which equation gives angular displacement θ from rest under constant α and time t?,C,θ = α · t,False,PH165,θ = α · t²,False,PH165,θ = ½ · α · t²,True,,θ = α / t,False,PH165,Analogous to x = ½·a·t² in linear motion.
A wheel goes from ω₍₁₎ = 2 rad/s to ω₍₂₎ = 6 rad/s in 2 s. What is α?,A,α = (ω₍₂₎ − ω₍₁₎) / t = (6 − 2)/2 = 2 rad/s²,True,,α = 4 · 2,False,PH162,α = ω₍₂₎ / ω₍₁₎,False,PH165,α = ω₍₁₎ / ω₍₂₎,False,PH165,Use α = ∆ω / ∆t
A disk spins through θ = 10 rad in 2 s starting from rest. What is angular acceleration α?,C,α = 10 / 2,False,PH165,α = θ / t²,False,PH165,α = 2θ / t² = 2·10 / 4 = 5 rad/s²,True,,α = √(2θ / t),False,PH165,θ = ½·α·t² → α = 2θ / t²
"If θ = 0.5·α·t² and t doubles,  what happens to θ?",B,θ is halved.,False,PH165,θ becomes 4 times larger.,True,,θ becomes twice as large.,False,PH165,θ is constant.,False,PH165,"θ ∝ t² → if t doubles, θ increases by factor of 4"
What are the SI units of angular acceleration?,D,rad,False,PH162,rad/s,False,PH164,s/rad²,False,PH164,rad/s²,True,,Angular acceleration is change in ω over time → rad/s²
Which is a key difference between linear and angular acceleration?,A,Linear a = ∆v / t; angular α = ∆ω / t,True,,Linear a is always constant.,False,PH167,Angular acceleration depends on mass.,False,PH168,Angular acceleration always increases.,False,PH167,a = ∆v / t is the linear analog of α = ∆ω / t
Which expression relates linear and angular velocity for a point on a rotating object?,C,v = ω / r,False,PH171,v = r / ω,False,PH171,v = r · ω,True,,v = r² / ω,False,PH171,Tangential speed: v = r·ω
An object rotates with ω = 5 rad/s at radius r = 0.4 m. What is its tangential speed?,B,v = 5 / 0.4,False,PH170,v = r · ω = 0.4 · 5 = 2 m/s,True,,v = 0.4² / 5,False,PH171,v = ω² · r,False,PH171,Use v = r·ω to find linear speed
Which is the correct formula for tangential acceleration?,D,a₍ₜ₎ = r / α,False,PH171,a₍ₜ₎ = α / r,False,PH171,a₍ₜ₎ = r · ω²,False,PH171,a₍ₜ₎ = r · α,True,,Tangential acceleration: a₍ₜ₎ = r·α
"If angular acceleration is constant,  what is the relationship between a₍ₜ₎ and α?",C,They are equal in all cases.,False,PH171,They depend on mass.,False,PH174,a₍ₜ₎ is proportional to α with radius as factor: a₍ₜ₎ = r·α,True,,They are unrelated.,False,PH171,Tangential acceleration depends on radius and angular acceleration.
An object on edge of spinning disk has linear speed v. What happens to v if ω triples?,D,v stays constant.,False,PH170,v doubles.,False,PH170,v halves.,False,PH170,v triples.,True,,"v = r·ω → if ω triples, so does v"
